ID,id2,X,Y,Z,code,US,Decapages,Longueur,Orientation 1,Pendage 1,Contrainte,Orientation 1,Pendage 1,ID +,Remarque,date,heure
1321,1321,-10.935,5.158,-1.992,SILEX,US18,198-200,"2,6",,,,,,,,18/06/2015,17:09:13
1322,1322,-10.862,5.145,-2.001,SILEX,US18,198-200,"2,5",,,,,,,,18/06/2015,17:17:54
20150619,,-10.320,8.414,-2.075,STAT,,,,,,,,,,,19/06/2015,08:38:08
P43_1,P43,-10.122,5.546,-2.034,PUNAISE,,,,,,,,,,,19/06/2015,08:38:33
P43_2,P43,-10.376,5.572,-2.031,PUNAISE,,,,,,,,,,,19/06/2015,08:58:33
P43_3,P43,-10.408,5.924,-2.036,PUNAISE,,,,,,,,,,,19/06/2015,08:58:47
P43_4,P43,-10.083,5.894,-2.036,PUNAISE,,,,,,,,,,,19/06/2015,08:59:04
1324,1324,-10.490,5.889,-2.026,OS,US18,202-204,"3,1",,,,,,BB MAN,,19/06/2015,09:03:55
1325,1325,-10.390,5.765,-2.029,SILEX,US18,202-204,4,,,,,,,,19/06/2015,09:06:26
1326,1326,-10.343,5.743,-2.037,SILEX,US18,202-204,"4,7",,,,,,,,19/06/2015,09:07:42
1327,1327,-10.317,5.640,-2.040,SILEX,US18,202-204,"2,3",,,,,,,,19/06/2015,09:09:23
1328,1328,-10.443,5.629,-2.032,OS,US18,202-204,"4,7",,,,,,,,19/06/2015,09:10:24
P44_1,P44,-10.123,5.071,-2.039,PUNAISE,,,,,,,,,,,19/06/2015,09:13:33
P44_2,P44,-10.410,5.086,-2.039,PUNAISE,,,,,,,,,,,19/06/2015,11:44:36
P44_3,P44,-10.442,5.442,-2.039,PUNAISE,,,,,,,,,,,19/06/2015,11:44:51
P44_4,P44,-10.123,5.476,-2.038,PUNAISE,,,,,,,,,,,19/06/2015,11:45:03
1329,1329,-10.393,5.468,-2.031,SILEX,US18,202-204,"5,1",,,,,,,,19/06/2015,11:52:46
1330,1330,-10.270,5.442,-2.041,SILEX,US18,202-204,"2,9",,,,,,,,19/06/2015,11:53:10
1331,1331,-10.342,5.286,-2.019,OS,US18,202-204,"2,5",,,,,,,,19/06/2015,11:54:16
1332,1332,-10.349,5.152,-2.021,SILEX,US18,202-204,"3,6",,,,,,,,19/06/2015,11:55:07
1333,1333,-10.363,5.081,-2.040,SILEX,US18,202-204,"2,6",,,,,,,,19/06/2015,11:56:14
1334,1334,-10.317,5.036,-2.031,SILEX,US18,202-204,"4,3",,,,,,,,19/06/2015,11:57:08
1338,1338,-10.275,5.193,-2.031,SILEX,US18,202-204,"3,2",,,,,,,,19/06/2015,12:04:48
1339,1339,-10.220,5.264,-2.041,OS,US18,202-204,"3,6",,,,,,,,19/06/2015,12:05:53
1340,1340,-10.093,5.217,-2.041,SILEX,US18,202-204,"2,1",,,,,,,,19/06/2015,12:06:57
1341,1341,-10.066,5.255,-2.040,OS,US18,202-204,"2,4",,,,,,,,19/06/2015,12:07:36
20150619b,,-10.238,8.799,-2.148,STAT,,,,,,,,,,,19/06/2015,13:40:56
1343,1343,-10.304,5.255,-2.032,OS,US18,202-204,"2,9",,,,,,,,19/06/2015,13:41:26
R41_1,R41,-10.539,5.645,-1.973,PIERRE,,,,,,,,,,,19/06/2015,13:51:36
R41_2,R41,-10.569,5.742,-1.999,PIERRE,,,,,,,,,,,19/06/2015,14:55:40
R41_3,R41,-10.493,5.670,-1.994,PIERRE,,,,,,,,,,,19/06/2015,14:55:54
R41_4,R41,-10.592,5.657,-1.980,PIERRE,,,,,,,,,,,19/06/2015,14:56:10
R41_5,R41,-10.544,5.598,-2.004,PIERRE,,,,,,,,,,,19/06/2015,14:56:24
R41_6,R41,-10.536,5.660,-2.044,PIERRE,,,,,,,,,,,19/06/2015,14:56:38
P45_1,P45,-10.098,5.666,-2.060,PUNAISE,,,,,,,,,,,19/06/2015,15:00:39
P45_2,P45,-10.411,5.575,-2.060,PUNAISE,,,,,,,,,,,19/06/2015,15:36:24
P45_3,P45,-10.391,5.886,-2.059,PUNAISE,,,,,,,,,,,19/06/2015,15:36:40
P45_4,P45,-10.113,5.964,-2.055,PUNAISE,,,,,,,,,,,19/06/2015,15:36:51
1344,1344,-10.102,5.535,-2.054,SILEX,US18,204-206,"4,2",,,,,,,,19/06/2015,16:01:08
1345,1345,-10.038,5.591,-2.058,SILEX,US18,204-206,"1,9",,,,,,,,19/06/2015,16:01:43
1346,1346,-10.067,5.607,-2.061,OS,US18,204-206,"2,5",,,,,,,,19/06/2015,16:02:02
1347,1347,-10.046,5.598,-2.060,SILEX,US18,204-206,"2,2",,,,,,,,19/06/2015,16:02:27
1348,1348,-10.076,5.592,-2.056,OS,US18,204-206,"6,8",,,,,,,,19/06/2015,16:03:04
1349,1349,-10.117,5.832,-2.055,SILEX,US18,204-206,3,,,,,,,,19/06/2015,16:04:07
1350,1350,-10.168,5.824,-2.058,DENT,US18,204-206,"1,7",,,,,,,deux frgts,19/06/2015,16:04:35
1351,1351,-10.233,5.792,-2.048,OS,US18,204-206,n.m.,,,,,,,deux frgts,19/06/2015,16:05:06
1352,1352,-10.393,5.909,-2.060,OS,US18,204-206,"2,6",,,,,,,,19/06/2015,16:06:14
1353,1353,-10.409,5.878,-2.057,SILEX,US18,204-206,"2,5",,,,,,,,19/06/2015,16:06:46
1354,1354,-10.414,5.827,-2.059,SILEX,US18,204-206,"2,1",,,,,,,,19/06/2015,16:07:12
1355,1355,-10.417,5.849,-2.057,SILEX,US18,204-206,"2,6",,,,,,,,19/06/2015,16:07:38
1357,1357,-10.277,5.556,-2.046,OS BRULE,US18,204-206,2,,,,,,,,19/06/2015,16:10:45
1358,1358,-10.436,5.733,-2.047,SILEX,US18,204-206,"4,1",,,,,,éclat débordant,AMAS de 1358-1363,19/06/2015,16:12:33
1359,1359,-10.401,5.718,-2.045,OS,US18,204-206,>4,,,,,,,AMAS de 1358-1363; en frite,19/06/2015,16:13:26
1360,1360,-10.388,5.705,-2.052,SILEX,US18,204-206,2,,,,,,,AMAS de 1358-1363,19/06/2015,16:14:09
1361,1361,-10.356,5.709,-2.050,OS,US18,204-206,"2,7",,,,,,,AMAS de 1358-1363,19/06/2015,16:14:39
1362,1362,-10.322,5.713,-2.064,SILEX,US18,204-206,"5,5",,,,,,,AMAS de 1358-1363,19/06/2015,16:15:29
1363,1363,-10.401,5.722,-2.052,SILEX,US18,204-206,"3,7",,,,,,,AMAS de 1358-1363,19/06/2015,16:16:28
1364,1364,-10.468,5.818,-2.054,SILEX,US18,204-206,"5,5",,,,,,,,19/06/2015,16:18:08
1365,1365,-10.409,5.769,-2.056,SILEX,US18,204-206,"2,4",,,,,,,,19/06/2015,16:20:02
1366,1366,-10.419,5.770,-2.059,OS,US18,204-206,"3,3",,,,,,,,19/06/2015,17:14:14
1369,1369,-10.375,5.769,-2.056,OS,US18,204-206,9,,,,,,BB Tib?,,19/06/2015,17:20:32
1370,1370,-10.351,5.773,-2.062,OS,US18,204-206,5,,,,,,UNG 3/4 LBN,,19/06/2015,17:21:22
P46_1,P46,-10.580,5.607,-2.039,PUNAISE,,,,,,,,,,,19/06/2015,17:22:21
P46_2,P46,-10.930,5.578,-2.042,PUNAISE,,,,,,,,,,,19/06/2015,17:44:07
P46_3,P46,-10.925,5.869,-2.043,PUNAISE,,,,,,,,,,,19/06/2015,17:44:23
P46_4,P46,-10.585,5.949,-2.041,PUNAISE,,,,,,,,,,,19/06/2015,17:44:37
P47_1,P47,-10.117,5.076,-2.052,PUNAISE,,,,,,,,,,,19/06/2015,17:52:26
P47_2,P47,-10.376,5.066,-2.060,PUNAISE,,,,,,,,,,,19/06/2015,17:52:43
P47_3,P47,-10.405,5.483,-2.059,PUNAISE,,,,,,,,,,,19/06/2015,17:53:06
P47_4,P47,-10.200,5.404,-2.058,PUNAISE,,,,,,,,,,,19/06/2015,17:53:27
1371,1371,-10.195,5.478,-2.057,SILEX,US18,204-206,4,,,,,,,,19/06/2015,17:54:26
1372,1372,-10.224,5.479,-2.059,SILEX,US18,204-206,"2,5",,,,,,,,19/06/2015,17:54:58
1373,1373,-10.153,5.450,-2.041,OS BRULE,US18,204-206,"2,3",,,,,,,,19/06/2015,17:55:33
1374,1374,-10.196,5.429,-2.060,SILEX,US18,204-206,"2,7",,,,,,,,19/06/2015,17:55:58
1375,1375,-10.147,5.334,-2.056,SILEX,US18,204-206,"1,9",,,,,,,,19/06/2015,17:56:55
1376,1376,-10.325,5.267,-2.057,SILEX,US18,204-206,"2,5",,,,,,,,19/06/2015,17:57:22
1377,1377,-10.355,5.204,-2.059,OS,US18,204-206,"2,4",,,,,,,,19/06/2015,17:57:46
1378,1378,-10.402,5.121,-2.060,OS BRULE,US18,204-206,2,,,,,,,,19/06/2015,17:58:19
1379,1379,-10.311,5.195,-2.059,SILEX,US18,204-206,"1,5",,,,,,,,19/06/2015,17:58:41
1380,1380,-10.346,5.222,-2.065,SILEX,US18,204-206,"2,5",,,,,,,,19/06/2015,17:59:59
1381,1381,-10.279,5.256,-2.055,OS,US18,204-206,3,,,,,,,,19/06/2015,18:00:54
1382,1382,-10.309,5.108,-2.060,SILEX,US18,204-206,"1,5",,,,,,,,19/06/2015,18:02:06
1383,1383,-10.091,5.104,-2.054,OS,US18,204-206,"2,6",,,,,,,,19/06/2015,18:02:37
1385,1385,-10.065,5.275,-2.054,OS,US18,204-206,"2,6",,,,,,,,19/06/2015,18:04:56
1386,1386,-10.469,5.190,-2.053,SILEX,US18,204-206,"2,3",,,,,,,,19/06/2015,18:06:02
20150620,,-10.204,8.807,-2.135,STAT,,,,,,,,,,,20/06/2015,08:43:34
1387,1387,-10.815,5.865,-2.040,SILEX,US18,202-204,"4,8",,,,,,,,20/06/2015,08:48:35
1389,1389,-10.929,5.798,-2.041,OS,US18,202-204,"2,1",,,,,,,,20/06/2015,09:00:01
1390,1390,-10.731,5.816,-2.034,OS BRULE,US18,202-204,"2,8",,,,,,,,20/06/2015,09:01:12
1391,1391,-10.579,5.836,-2.034,SILEX,US18,202-204,"5,5",,,,,,,,20/06/2015,09:02:45
1392,1392,-10.585,5.805,-2.038,SILEX,US18,202-204,"3,9",,,,,,,,20/06/2015,09:04:39
1393,1393,-10.668,5.807,-2.045,SILEX,US18,202-204,3,,,,,,,,20/06/2015,09:07:11
1394,1394,-10.867,5.765,-2.037,DENT,US18,202-204,3,,,,,,cab I,,20/06/2015,09:09:44
1395,1395,-10.797,5.747,-2.037,SILEX,US18,202-204,"2,2",,,,,,,,20/06/2015,09:11:00
1396,1396,-10.796,5.636,-2.037,SILEX,US18,202-204,4,,,,,,,,20/06/2015,09:12:28
1397,1397,-10.817,5.634,-2.041,SILEX,US18,202-204,"2,5",,,,,,pointe chatel,,20/06/2015,09:13:03
1398,1398,-10.820,5.735,-2.038,OS,US18,202-204,"3,2",,,,,,,,20/06/2015,09:25:36
1399,1399,-10.517,5.597,-2.041,OS BRULE,US18,202-204,"2,4",,,,,,,,20/06/2015,09:28:52
1400,1400,-10.616,5.856,-2.054,SILEX,US18,202-204,6,,,,,,,,20/06/2015,09:36:19
P48_1,P48,-10.136,5.664,-2.079,PUNAISE,,,,,,,,,,,20/06/2015,11:30:48
P48_2,P48,-10.361,5.597,-2.077,PUNAISE,,,,,,,,,,,20/06/2015,12:13:37
P48_3,P48,-10.399,5.900,-2.075,PUNAISE,,,,,,,,,,,20/06/2015,12:13:53
P48_4,P48,-10.101,5.900,-2.078,PUNAISE,,,,,,,,,,,20/06/2015,12:14:05
20150620b,,-10.202,8.802,-2.135,STAT,,,,,,,,,,,20/06/2015,13:51:17
1401,1401,-10.270,5.851,-2.085,SILEX,US18,206-208,"1,9",,,,,,,,20/06/2015,13:51:44
1402,1402,-10.227,5.841,-2.088,OS,US18,206-208,"1,8",,,,,,,,20/06/2015,13:57:56
1403,1403,-10.472,5.918,-2.069,SILEX,US18,206-208,"3,4",,,,,,,,20/06/2015,14:00:21
1404,1404,-10.439,5.870,-2.080,OS,US18,206-208,"2,6",,,,,,,,20/06/2015,14:01:08
1406,1406,-10.315,5.786,-2.072,SILEX,US18,206-208,"5,3",,,,,,,,20/06/2015,14:04:37
1407,1407,-10.327,5.801,-2.065,OS,US18,206-208,"2,2",,,,,,,,20/06/2015,14:06:33
1408,1408,-10.343,5.661,-2.083,SILEX,US18,206-208,"3,2",,,,,,,,20/06/2015,14:07:26
1409,1409,-10.268,5.665,-2.073,SILEX,US18,206-208,"2,8",,,,,,,,20/06/2015,14:08:14
1410,1410,-10.270,5.568,-2.071,SILEX,US18,206-208,"3,2",,,,,,,,20/06/2015,14:08:52
1411,1411,-10.097,5.575,-2.074,OS,US18,206-208,"3,5",,,,,,,,20/06/2015,14:09:40
1412,1412,-10.085,5.616,-2.069,SILEX,US18,206-208,2,,,,,,,,20/06/2015,14:10:17
1413,1413,-10.079,5.692,-2.081,SILEX,US18,206-208,"2,1",,,,,,,,20/06/2015,14:10:58
1414,1414,-10.038,5.650,-2.089,SILEX,US18,206-208,"7,4",,~75,,,,,très oblique,20/06/2015,14:12:35
1415,1415,-10.310,5.784,-2.082,SILEX,US18,206-208,"2,6",,,,,,,,20/06/2015,14:15:38
1416,1416,-10.397,5.850,-2.089,NACRE,US18,208-210,n.m.,,,,,,,,20/06/2015,14:27:03
P49_1,P49,-10.542,5.597,-2.056,PUNAISE,,,,,,,,,,,20/06/2015,15:35:39
P49_2,P49,-10.908,5.569,-2.056,PUNAISE,,,,,,,,,,,20/06/2015,18:33:04
P49_3,P49,-10.928,5.941,-2.057,PUNAISE,,,,,,,,,,,20/06/2015,18:33:26
P49_4,P49,-10.564,5.963,-2.053,PUNAISE,,,,,,,,,,,20/06/2015,18:33:39
20150622,,-10.269,8.813,-2.124,STAT,,,,,,,,,,,22/06/2015,08:29:59
1418,1418,-10.941,5.623,-2.044,OS,US18,204-206,"3,5",,,,,,,,22/06/2015,09:07:33
1419,1419,-10.898,5.677,-2.052,SILEX,US18,204-206,"3,7",,,,,,,,22/06/2015,09:08:42
1420,1420,-10.953,5.566,-2.057,SILEX,US18,204-206,"3,9",,,,,,,,22/06/2015,09:09:53
1421,1421,-10.968,5.582,-2.044,SILEX,US18,204-206,"3,1",,,,,,,,22/06/2015,09:10:46
1422,1422,-10.963,5.657,-2.028,SILEX,US18,204-206,"3,2",,,,,,,vertical,22/06/2015,09:11:57
1423,1423,-10.935,5.612,-2.054,SILEX,US18,204-206,"7,4",,,,,,,,22/06/2015,09:12:41
1424,1424,-10.927,5.729,-2.049,OS,US18,204-206,"2,5",,,,,,,à vérifier,22/06/2015,09:13:20
1425,1425,-10.907,5.771,-2.053,SILEX,US18,204-206,"2,2",,,,,,,,22/06/2015,09:14:02
1426,1426,-10.951,5.848,-2.046,SILEX,US18,204-206,"2,3",,,,,,,,22/06/2015,09:14:43
1427,1427,-10.963,5.876,-2.047,SILEX,US18,204-206,3,,,,,,,,22/06/2015,09:15:20
1428,1428,-10.939,5.877,-2.057,OS,US18,204-206,"2,5",,,,,,,,22/06/2015,09:15:54
1429,1429,-10.852,5.851,-2.057,OS,US18,204-206,"2,6",,,,,,,,22/06/2015,09:16:54
1430,1430,-10.858,5.961,-2.055,OS,US18,204-206,"2,8",,,,,,,,22/06/2015,09:17:27
1431,1431,-10.739,5.866,-2.050,SILEX,US18,204-206,"2,3",,,,,,,,22/06/2015,09:18:24
1432,1432,-10.760,5.793,-2.061,SILEX,US18,204-206,"2,2",,,,,,,,22/06/2015,09:19:08
1433,1433,-10.722,5.773,-2.059,SILEX,US18,204-206,"2,4",,,,,,,,22/06/2015,09:19:41
1434,1434,-10.659,5.752,-2.053,SILEX,US18,204-206,"4,7",,,,,,,,22/06/2015,09:20:18
1435,1435,-10.638,5.852,-2.051,OS BRULE,US18,204-206,"2,7",,,,,,,,22/06/2015,09:20:49
1436,1436,-10.557,5.861,-2.035,OS,US18,204-206,"4,4",,,,,,,,22/06/2015,09:21:24
1437,1437,-10.563,5.829,-2.056,OS BRULE,US18,204-206,"1,5",,,,,,,,22/06/2015,09:22:02
1438,1438,-10.574,5.955,-2.053,OS,US18,204-206,"2,1",,,,,,,,22/06/2015,09:22:42
1439,1439,-10.518,5.818,-2.057,OS,US18,204-206,"6,1",,,,,,,,22/06/2015,09:23:21
1440,1440,-10.519,5.756,-2.043,SILEX,US18,204-206,"2,2",,,,,,,,22/06/2015,09:23:53
1441,1441,-10.598,5.746,-2.051,SILEX,US18,204-206,"3,1",,,,,,,,22/06/2015,09:24:32
1442,1442,-10.634,5.742,-2.044,SILEX,US18,204-206,"1,9",,,,,,,,22/06/2015,09:25:14
1443,1443,-10.654,5.680,-2.043,OS,US18,204-206,"2,7",,,,,,,,22/06/2015,09:25:46
1444,1444,-10.651,5.666,-2.052,SILEX,US18,204-206,"4,9",,,,,,,,22/06/2015,09:26:32
1445,1445,-10.624,5.648,-2.047,SILEX,US18,204-206,"1,9",,,,,,,,22/06/2015,09:27:27
1446,1446,-10.599,5.716,-2.056,OS BRULE,US18,204-206,"2,5",,,,,,,,22/06/2015,09:28:27
1447,1447,-10.708,5.617,-2.036,SILEX,US18,204-206,"2,6",,,,,,,,22/06/2015,09:29:23
1448,1448,-10.694,5.588,-2.055,SILEX,US18,204-206,"3,9",,,,,,,,22/06/2015,09:30:22
1449,1449,-10.610,5.765,-2.060,OS,US18,204-206,"3,2",,,,,,,,22/06/2015,09:34:40
P50_1,P50,-10.095,5.098,-2.078,PUNAISE,,,,,,,,,,,22/06/2015,09:45:51
P50_2,P50,-10.414,5.121,-2.081,PUNAISE,,,,,,,,,,,22/06/2015,10:06:01
P50_3,P50,-10.411,5.363,-2.076,PUNAISE,,,,,,,,,,,22/06/2015,10:06:12
P50_4,P50,-10.210,5.404,-2.084,PUNAISE,,,,,,,,,,,22/06/2015,10:06:25
1450,1450,-10.108,5.187,-2.065,OS,US18,206-208,"5,5",,,,,,,,22/06/2015,10:06:56
1451,1451,-10.162,5.224,-2.072,SILEX,US18,206-208,"3,7",,,,,,,,22/06/2015,10:49:14
1452,1452,-10.392,5.107,-2.073,SILEX,US18,206-208,3,,,,,,,,22/06/2015,10:50:52
1453,1453,-10.263,5.361,-2.074,SILEX,US18,206-208,3,,,,,,,,22/06/2015,10:53:03
1454,1454,-10.254,5.459,-2.074,SILEX,US18,206-208,"2,2",,,,,,,,22/06/2015,11:03:55
1455,1455,-10.235,5.455,-2.074,SILEX,US18,206-208,2,,,,,,,,22/06/2015,11:05:37
1456,1456,-10.178,5.384,-2.056,OS,US18,206-208,"4,1",,,,,,,,22/06/2015,11:07:34
1457,1457,-10.060,5.253,-2.071,SILEX,US18,206-208,"3,9",,,,,,,,22/06/2015,11:08:46
1458,1458,-10.060,5.277,-2.063,OS,US18,206-208,"4,5",,,,,,,,22/06/2015,11:13:01
1460,1460,-10.278,5.078,-2.081,SILEX,US18,206-208,"3,7",,,,,,,,22/06/2015,11:17:17
P51_1,P51,-10.094,5.581,-2.095,PUNAISE,,,,,,,,,,,22/06/2015,11:21:14
P51_2,P51,-10.436,5.575,-2.100,PUNAISE,,,,,,,,,,,22/06/2015,11:21:32
P51_3,P51,-10.420,5.905,-2.097,PUNAISE,,,,,,,,,,,22/06/2015,11:21:45
P51_4,P51,-10.085,5.895,-2.096,PUNAISE,,,,,,,,,,,22/06/2015,11:22:00
1461,1461,-10.115,5.580,-2.090,SILEX,US18,208-210,"2,8",,,,,,,,22/06/2015,11:22:28
1463,1463,-10.123,5.661,-2.097,SILEX,US18,208-210,"3,3",,,,,,,,22/06/2015,11:30:14
1464,1464,-10.223,5.643,-2.101,SILEX,US18,208-210,"3,3",,,,,,,,22/06/2015,11:31:32
1465,1465,-10.264,5.529,-2.087,SILEX,US18,208-210,2,,,,,,,,22/06/2015,11:32:16
1466,1466,-10.089,5.671,-2.099,SILEX,US18,208-210,"5,4",,,,,,,,22/06/2015,11:34:16
1467,1467,-10.252,5.610,-2.103,SILEX,US18,208-210,"2,5",,,,,,,,22/06/2015,11:35:49
1468,1468,-10.211,5.551,-2.090,SILEX,US18,208-210,6,,,,,,,,22/06/2015,11:36:19
1469,1469,-10.206,5.570,-2.079,OS,US18,208-210,3,,,,,,,,22/06/2015,11:38:28
1470,1470,-10.208,5.586,-2.092,OS,US18,208-210,3,,,,,,,,22/06/2015,11:40:46
1471,1471,-10.209,5.592,-2.091,OS,US18,208-210,"2,6",,,,,,,,22/06/2015,11:46:33
1472,1472,-10.204,5.584,-2.090,SILEX,US18,208-210,"3,3",,,,,,,,22/06/2015,11:47:16
1473,1473,-10.244,5.574,-2.097,OS,US18,208-210,7,,,,,,UNG 3/4 LBN,,22/06/2015,11:51:42
1474,1474,-10.189,5.582,-2.090,OS,US18,208-210,"3,2",,,,,,,,22/06/2015,11:53:33
1475,1475,-10.280,5.426,-2.072,OS,US18,208-210,"7,2",,,,,,UNG 3/4 Fem/Hum,,22/06/2015,11:56:29
1476,1476,-10.151,5.527,-2.084,OS BRULE,US18,208-210,2,,,,,,,,22/06/2015,12:05:23
20150622b,,-10.270,8.812,-2.124,STAT,,,,,,,,,,,22/06/2015,13:44:39
1478_1,1478,-10.245,5.495,-2.080,OS,US18,206-208,10,,,,,,,deux points; autres frgts dans décapage suivant,22/06/2015,13:45:03
1478_2,1478,-10.170,5.508,-2.061,OS,US18,206-208,10,,,,,,,deux points,22/06/2015,14:02:26
1479,1479,-10.227,5.473,-2.068,SILEX,US18,206-208,"3,4",,,,,,,,22/06/2015,14:04:31
1480,1480,-10.295,5.429,-2.074,SILEX,US18,206-208,"2,2",,,,,,,,22/06/2015,14:06:22
1481,1481,-10.283,5.432,-2.077,SILEX,US18,206-208,"3,2",,,,,,,,22/06/2015,14:08:33
1482,1482,-10.273,5.436,-2.081,OS,US18,206-208,"2,4",,,,,,,,22/06/2015,14:12:34
1483,1483,-10.264,5.434,-2.083,SILEX,US18,206-208,"2,5",,,,,,,,22/06/2015,14:14:15
1484,1484,-10.176,5.923,-2.094,SILEX,US18,208-210,"3,9",,,,,,,,22/06/2015,14:15:56
1485,1485,-10.281,5.872,-2.091,SILEX,US18,208-210,"5,5",,,,,,,,22/06/2015,14:17:31
1486,1486,-10.262,5.760,-2.101,SILEX,US18,208-210,"2,5",,,,,,,,22/06/2015,14:19:47
1488,1488,-10.285,5.610,-2.100,OS,US18,208-210,"2,3",,,,,,,,22/06/2015,14:25:14
1489,1489,-10.307,5.704,-2.086,OS,US18,208-210,"3,4",,,,,,,,22/06/2015,14:26:53
1491,1491,-10.352,5.854,-2.086,SILEX,US18,208-210,"2,5",,,,,,,,22/06/2015,14:31:09
1492,1492,-10.426,5.864,-2.092,SILEX,US18,208-210,"2,4",,,,,,,,22/06/2015,14:37:57
1493,1493,-10.415,5.873,-2.096,OS,US18,208-210,"2,4",,,,,,,,22/06/2015,14:39:12
1494,1494,-10.476,5.591,-2.095,SILEX,US18,208-210,"2,5",,,,,,,,22/06/2015,14:41:44
1495,1495,-10.452,5.773,-2.084,SILEX,US18,208-210,"2,6",,,,,,,,22/06/2015,14:42:21
1496,1496,-10.466,5.911,-2.087,SILEX,US18,208-210,"6,3",,,,,,,,22/06/2015,14:44:00
1497,1497,-10.473,5.751,-2.085,SILEX,US18,208-210,"6,2",,,,,,,,22/06/2015,14:45:14
1498,1498,-10.468,5.832,-2.079,SILEX,US18,208-210,"6,6",,,,,,,,22/06/2015,14:46:42
1499,1499,-10.387,5.947,-2.077,SILEX,US18,208-210,"2,7",,,,,,,,22/06/2015,14:49:28
1500,1500,-10.582,5.743,-2.055,SILEX,US18,206-208,"3,1",,,,,,,sur chant,22/06/2015,14:50:36
1501,1501,-10.077,5.651,-2.096,OS BRULE,US18,208-210,"2,4",,,,,,,,22/06/2015,15:01:57
1502,1502,-10.378,5.801,-2.076,OS,US18,208-210,"2,5",,,,,,,,22/06/2015,15:03:04
1503,1503,-10.384,5.915,-2.090,SILEX,US18,208-210,"2,2",,,,,,,,22/06/2015,15:04:04
1504,1504,-10.470,5.716,-2.072,SILEX,US18,208-210,"2,1",,,,,,,,22/06/2015,15:05:38
P52_1,P52,-10.518,5.616,-2.077,PUNAISE,,,,,,,,,,,22/06/2015,16:57:58
P52_2,P52,-10.908,5.684,-2.067,PUNAISE,,,,,,,,,,,22/06/2015,17:19:07
P52_3,P52,-10.929,5.876,-2.076,PUNAISE,,,,,,,,,,,22/06/2015,17:19:23
P52_4,P52,-10.533,5.941,-2.077,PUNAISE,,,,,,,,,,,22/06/2015,17:19:38
20150623,,-10.250,8.823,-2.115,STAT,,,,,,,,,,,23/06/2015,08:36:36
1505,1505,-10.473,5.677,-2.092,SILEX,US18,208-210,"5,1",,,,,,,,23/06/2015,08:37:16
1506,1506,-10.550,5.711,-2.077,SILEX,US18,206-208,"1,6",,,,,,,,23/06/2015,08:49:55
1507,1507,-10.509,5.719,-2.077,OS,US18,206-208,2,,,,,,,,23/06/2015,08:50:45
1508,1508,-10.603,5.652,-2.064,OS,US18,206-208,"2,6",,,,,,,,23/06/2015,08:51:16
1509,1509,-10.638,5.629,-2.072,SILEX,US18,206-208,"3,7",,,,,,,,23/06/2015,08:51:49
1510,1510,-10.687,5.682,-2.063,OS,US18,206-208,"2,1",,,,,,,deux frgts,23/06/2015,08:52:47
1511,1511,-10.707,5.651,-2.074,OS,US18,206-208,"2,4",,,,,,,,23/06/2015,08:53:27
1512,1512,-10.672,5.663,-2.075,SILEX,US18,206-208,"3,1",,,,,,,,23/06/2015,08:53:59
1513,1513,-10.689,5.690,-2.068,SILEX,US18,206-208,"2,7",,,,,,,,23/06/2015,08:54:55
1514,1514,-10.697,5.696,-2.071,OS BRULE,US18,206-208,2,,,,,,,,23/06/2015,08:55:35
1515,1515,-10.703,5.665,-2.072,SILEX,US18,206-208,"2,5",,,,,,,,23/06/2015,08:56:11
1516,1516,-10.734,5.725,-2.068,SILEX,US18,206-208,"2,8",,,,,,,,23/06/2015,08:57:04
1517,1517,-10.732,5.671,-2.075,SILEX,US18,206-208,"2,3",,,,,,,,23/06/2015,08:58:07
1518,1518,-10.753,5.670,-2.076,SILEX,US18,206-208,"2,2",,,,,,,,23/06/2015,08:59:00
1519,1519,-10.805,5.588,-2.072,SILEX,US18,206-208,"2,2",,,,,,,,23/06/2015,08:59:58
1520,1520,-10.806,5.646,-2.066,SILEX,US18,206-208,2,,,,,,,,23/06/2015,09:00:37
1521,1521,-10.825,5.665,-2.059,SILEX,US18,206-208,"2,3",,,,,,,,23/06/2015,09:01:08
1522,1522,-10.870,5.591,-2.056,SILEX,US18,206-208,"2,2",,,,,,,,23/06/2015,09:01:38
1524,1524,-10.812,5.665,-2.077,OS,US18,206-208,"2,9",,,,,,,,23/06/2015,09:05:50
1525,1525,-10.880,5.709,-2.070,OS,US18,206-208,"4,4",,,,,,,,23/06/2015,09:07:08
1526,1526,-10.939,5.636,-2.059,OS,US18,206-208,"3,2",,,,,,,,23/06/2015,09:07:45
1527,1527,-10.922,5.632,-2.056,SILEX,US18,206-208,"2,5",,,,,,,,23/06/2015,09:08:13
1529,1529,-10.905,5.575,-2.070,SILEX,US18,206-208,"3,2",,,,,,,,23/06/2015,09:11:08
1530,1530,-10.921,5.572,-2.070,SILEX,US18,206-208,"2,1",,,,,,,,23/06/2015,09:11:46
1531,1531,-10.954,5.591,-2.068,SILEX,US18,206-208,"2,6",,,,,,,,23/06/2015,09:12:35
1532,1532,-10.964,5.642,-2.050,SILEX,US18,206-208,3,,,,,,,,23/06/2015,09:13:03
1533,1533,-10.958,5.641,-2.063,OS,US18,206-208,"5,6",,,,,,,,23/06/2015,09:13:50
1535,1535,-10.938,5.552,-2.073,SILEX,US18,206-208,3,,,,,,,,23/06/2015,09:17:40
