ID,id2,X,Y,Z,code,US,Decapages,Longueur,Orientation 1,Pendage 1,Contrainte,Orientation 1,Pendage 1,ID +,Remarque,date,heure
1776,1776,-10.636,5.779,-2.097,SILEX,US18,208-210,"2,4",,,,,,,sur chant contre une pierre,24/06/2015,15:21:52
1777,1777,-10.636,5.776,-2.096,SILEX,US18,208-210,2,,,,,,,"Vertical, bloqué par silex",24/06/2015,15:22:42
1778,1778,-10.648,5.771,-2.102,SILEX,US18,208-210,5,,,,,,,,24/06/2015,15:23:10
1779,1779,-10.644,5.873,-2.092,OS,US18,208-210,"2,4",,,,,,,,24/06/2015,15:26:02
1780,1780,-10.538,5.743,-2.084,OS BRULE,US18,208-210,2,,,,,,,,24/06/2015,15:26:44
1781,1781,-10.553,5.767,-2.095,SILEX,US18,208-210,"2,2",,,,,,,,24/06/2015,15:27:24
1782,1782,-10.570,5.760,-2.094,SILEX,US18,208-210,2,,,,,,,,24/06/2015,15:28:18
1783,1783,-10.575,5.774,-2.092,OS,US18,208-210,3,,,,,,,,24/06/2015,15:28:52
1784,1784,-10.576,5.819,-2.092,OS,US18,208-210,"3,6",,,,,,,,24/06/2015,15:29:20
1785,1785,-10.603,5.801,-2.096,OS,US18,208-210,"2,2",,,,,,,deux frgts,24/06/2015,15:29:48
P57_1,P57,-10.138,5.069,-2.139,PUNAISE,,,,,,,,,,,24/06/2015,15:50:55
P57_2,P57,-10.424,5.140,-2.140,PUNAISE,,,,,,,,,,,24/06/2015,15:51:33
P57_3,P57,-10.390,5.439,-2.120,PUNAISE,,,,,,,,,,,24/06/2015,15:51:55
P57_4,P57,-10.221,5.453,-2.118,PUNAISE,,,,,,,,,,,24/06/2015,15:52:06
1786,1786,-10.936,5.869,-2.098,OS,US18,208-210,"2,4",,,,,,,,24/06/2015,15:53:22
1787,1787,-10.953,5.858,-2.096,SILEX,US18,208-210,"3,4",,,,,,,,24/06/2015,15:53:50
1788,1788,-10.527,5.696,-2.105,OS,US18,208-210,"4,6",,,,,,,,24/06/2015,15:54:16
1789,1789,-10.201,5.075,-2.136,SILEX,US18,212-214,"2,6",,,,,,,,24/06/2015,15:56:34
1790,1790,-10.175,5.175,-2.139,SILEX,US18,212-214,"2,6",,,,,,,,24/06/2015,15:57:41
1791,1791,-10.139,5.235,-2.116,OS,US18,212-214,"2,2",,,,,,,,24/06/2015,15:58:37
1792,1792,-10.198,5.222,-2.129,OS,US18,212-214,"2,4",,,,,,,,24/06/2015,15:59:30
1793,1793,-10.235,5.153,-2.126,SILEX,US18,212-214,"2,1",,,,,,,,24/06/2015,16:00:18
1794,1794,-10.283,5.154,-2.123,SILEX,US18,212-214,"3,4",,,,,,,,24/06/2015,16:01:10
1795,1795,-10.306,5.207,-2.128,SILEX,US18,212-214,"2,8",,,,,,,,24/06/2015,16:01:57
1796,1796,-10.305,5.175,-2.135,OS,US18,212-214,"3,5",,,,,,,,24/06/2015,16:02:45
1797,1797,-10.286,5.140,-2.128,SILEX,US18,212-214,"2,7",,,non,,,,sur chant sans contrainte,24/06/2015,16:05:56
1798,1798,-10.298,5.086,-2.128,OS BRULE,US18,212-214,"2,1",,,,,,,,24/06/2015,16:06:35
1799,1799,-10.294,5.082,-2.133,SILEX,US18,212-214,"2,1",,,,,,,,24/06/2015,16:07:22
1800,1800,-10.387,5.109,-2.114,SILEX,US18,212-214,"3,3",,,,,,,,24/06/2015,16:07:56
1801,1801,-10.429,5.062,-2.123,OS,US18,212-214,"2,8",,,,,,,,24/06/2015,16:08:31
1802,1802,-10.410,5.102,-2.131,OS,US18,212-214,"2,9",,,,,,,,24/06/2015,16:08:56
1803,1803,-10.388,5.169,-2.147,SILEX,US18,212-214,"4,4",,,,,,,,24/06/2015,16:09:36
1804,1804,-10.420,5.221,-2.127,SILEX,US18,212-214,"1,9",,,,,,,brulé,24/06/2015,16:10:13
1805,1805,-10.386,5.303,-2.109,SILEX,US18,212-214,2,,,,,,,,24/06/2015,16:11:34
1806,1806,-10.399,5.369,-2.116,SILEX,US18,212-214,"3,3",,,,,,,,24/06/2015,16:12:06
1807,1807,-10.402,5.389,-2.115,SILEX,US18,212-214,"2,4",,,,,,,,24/06/2015,16:13:15
1808,1808,-10.449,5.386,-2.110,SILEX,US18,212-214,"3,1",,,,,,,,24/06/2015,16:13:54
1809,1809,-10.381,5.408,-2.123,SILEX,US18,212-214,"4,5",,,,,,,,24/06/2015,16:19:44
1810,1810,-10.342,5.363,-2.116,SILEX,US18,212-214,2,,,,,,,,24/06/2015,16:20:14
1811,1811,-10.436,5.477,-2.112,SILEX,US18,212-214,"2,1",,,,,,,,24/06/2015,16:21:09
1812,1812,-10.391,5.500,-2.115,SILEX,US18,212-214,"6,5",,,,,,,,24/06/2015,16:22:06
1813,1813,-10.355,5.481,-2.121,OS,US18,212-214,"2,5",,,,,,,,24/06/2015,16:22:57
1814,1814,-10.366,5.457,-2.115,SILEX,US18,212-214,2,,,,,,,,24/06/2015,16:23:28
1815,1815,-10.343,5.435,-2.117,SILEX,US18,212-214,2,,,,,,,,24/06/2015,16:24:07
1816,1816,-10.278,5.479,-2.104,SILEX,US18,212-214,"2,4",,,,,,,,24/06/2015,16:25:21
1818,1818,-10.267,5.496,-2.110,SILEX,US18,212-214,4,,,,,,,,24/06/2015,16:29:25
1819,1819,-10.241,5.486,-2.096,OS,US18,212-214,"2,1",,,,,,,,24/06/2015,16:30:48
1820,1820,-10.241,5.466,-2.097,OS,US18,212-214,"3,9",,,,,,,,24/06/2015,16:31:55
1821,1821,-10.247,5.363,-2.119,OS,US18,212-214,"3,5",,,,,,,,24/06/2015,16:33:02
1822,1822,-10.370,5.340,-2.118,DENT,US18,212-214,"5,3",,,,,,BB,,24/06/2015,16:34:34
1823,1823,-10.488,5.121,-2.043,SILEX,US18,204-206,"7,5",,,,,,,,24/06/2015,16:36:51
1824,1824,-10.443,5.426,-2.081,OS,US18,212-214,"2,5",,,,,,,,24/06/2015,16:37:53
P58_1,P58,-10.110,5.634,-2.117,PUNAISE,,,,,,,,,,,24/06/2015,16:38:35
P58_2,P58,-10.417,5.580,-2.114,PUNAISE,,,,,,,,,,,24/06/2015,17:08:46
P58_3,P58,-10.392,5.916,-2.115,PUNAISE,,,,,,,,,,,24/06/2015,17:09:03
P58_4,P58,-10.081,5.919,-2.140,PUNAISE,,,,,,,,,,,24/06/2015,17:09:20
1825,1825,-10.110,5.670,-2.113,OS,US18,212-214,2,,,,,,,,24/06/2015,17:14:20
1826,1826,-10.271,5.632,-2.123,SILEX,US18,212-214,2,,,,,,,,24/06/2015,17:16:30
1827,1827,-10.306,5.610,-2.121,OS,US18,212-214,"4,9",,,,,,,,24/06/2015,17:17:20
1828,1828,-10.412,5.605,-2.113,SILEX,US18,212-214,"2,5",,,,,,,,24/06/2015,17:18:15
1829,1829,-10.415,5.645,-2.112,DENT,US18,212-214,"2,4",,,,,,,,24/06/2015,17:18:56
1830,1830,-10.420,5.616,-2.110,OS,US18,212-214,"2,2",,,,,,,,24/06/2015,17:19:47
1831,1831,-10.379,5.582,-2.118,OS,US18,212-214,"2,1",,,,,,,,24/06/2015,17:22:31
1832,1832,-10.297,5.702,-2.110,SILEX,US18,212-214,"3,5",,,,,,,,24/06/2015,17:23:38
1833,1833,-10.477,5.900,-2.098,SILEX,US18,212-214,"5,2",,,,,,,,24/06/2015,17:24:17
1834,1834,-10.439,5.938,-2.112,OS,US18,212-214,"4,4",,,,,,,,24/06/2015,17:24:37
1835,1835,-10.342,5.851,-2.122,OS,US18,212-214,"2,9",,,,,,,,24/06/2015,17:25:01
1836,1836,-10.238,5.808,-2.124,SILEX,US18,212-214,"3,3",,,,,,,,24/06/2015,17:25:24
1837,1837,-10.178,5.821,-2.128,OS,US18,212-214,4,,,,,,,,24/06/2015,17:25:47
1838,1838,-10.164,5.871,-2.128,DENT,US18,212-214,"4,8",,,,,,BB LM3,,24/06/2015,17:26:19
1839,1839,-10.256,5.935,-2.144,SILEX,US18,212-214,4,,,,,,,sur chant callé à cailloux,24/06/2015,17:26:45
1840,1840,-10.036,5.858,-2.127,SILEX,US18,212-214,"4,5",,,,,,,,24/06/2015,17:28:19
1841,1841,-10.102,5.834,-2.121,SILEX,US18,212-214,"6,2",,,,,,,,24/06/2015,17:32:35
1842,1842,-10.079,5.791,-2.123,OS,US18,212-214,7,,,,,,,,24/06/2015,17:33:04
1845,1845,-10.346,5.508,-2.120,SILEX,US18,212-214,"6,2",,,,,,,,24/06/2015,17:43:53
1846,1846,-10.408,5.508,-2.120,OS BRULE,US18,212-214,"2,1",,,,,,,,24/06/2015,17:45:15
1847,1847,-10.398,5.487,-2.119,OS,US18,212-214,"2,1",,,,,,,,24/06/2015,17:45:52
1848,1848,-10.306,5.466,-2.108,OS BRULE,US18,212-214,"2,1",,,,,,,,24/06/2015,17:46:33
1849,1849,-10.286,5.495,-2.117,OS,US18,212-214,"3,9",,,,,,,,24/06/2015,17:47:32
1850,1850,-10.269,5.488,-2.114,SILEX,US18,212-214,"3,2",,,,,,,,24/06/2015,17:48:15
1851,1851,-10.240,5.400,-2.109,OS,US18,212-214,"6,5",,,,,,,,24/06/2015,17:49:14
1852,1852,-10.279,5.443,-2.122,SILEX,US18,212-214,"5,9",,,,,,,,24/06/2015,17:52:36
1853,1853,-10.085,5.067,-2.124,SILEX,US18,212-214,"3,9",,,,,,,,24/06/2015,17:53:11
20150625,,-10.275,8.823,-2.116,STAT,,,,,,,,,,,25/06/2015,08:35:16
1854,1854,-10.498,5.906,-2.100,SILEX,US18,210-212,"3,8",,,,,,,,25/06/2015,08:41:43
1855,1855,-10.269,5.412,-2.152,OS,US18,212-214,"5,3",,,,,,,,25/06/2015,09:28:47
1856,1856,-10.319,5.454,-2.130,SILEX,US18,212-214,"6,7",,,,,,,,25/06/2015,09:33:43
1857,1857,-10.386,5.221,-2.139,OS,US18,212-214,"3,5",,,,,,,,25/06/2015,09:34:21
1858,1858,-10.430,5.463,-2.136,OS,US18,212-214,"3,8",,,,,,,,25/06/2015,09:42:24
P59_1,P59,-10.579,5.595,-2.118,PUNAISE,,,,,,,,,,,25/06/2015,09:55:37
P59_2,P59,-10.855,5.586,-2.099,PUNAISE,,,,,,,,,,,25/06/2015,11:26:28
P59_3,P59,-10.859,5.856,-2.106,PUNAISE,,,,,,,,,,,25/06/2015,11:26:43
P59_4,P59,-10.583,5.814,-2.114,PUNAISE,,,,,,,,,,,25/06/2015,11:26:54
1859,1859,-10.626,5.803,-2.119,OS BRULE,US18,210-212,"2,5",,,,,,,,25/06/2015,11:27:13
1860,1860,-10.693,5.905,-2.110,SILEX,US18,210-212,"2,3",,,,,,,,25/06/2015,11:31:14
1861,1861,-10.683,5.806,-2.108,SILEX,US18,210-212,2,,,,,,,sur chant,25/06/2015,11:31:47
1862,1862,-10.506,5.797,-2.123,OS,US18,210-212,"3,5",,,,,,Rang PEL,,25/06/2015,11:32:39
1863,1863,-10.543,5.634,-2.117,OS,US18,210-212,"2,5",,,,,,,deux frgts,25/06/2015,11:33:48
1864,1864,-10.613,5.611,-2.112,OS,US18,210-212,3,,,,,,,,25/06/2015,11:34:15
1865,1865,-10.570,5.568,-2.118,SILEX,US18,210-212,"2,2",,,,,,,,25/06/2015,11:34:48
1866,1866,-10.490,5.521,-2.117,OS,US18,210-212,2,,,,,,,,25/06/2015,11:35:16
1867,1867,-10.561,5.553,-2.120,SILEX,US18,210-212,"3,2",,,,,,,,25/06/2015,11:36:14
1868,1868,-10.586,5.646,-2.116,SILEX,US18,210-212,"4,3",,,,,,,légèrement sur chant,25/06/2015,11:36:53
1869,1869,-10.556,5.656,-2.119,SILEX,US18,210-212,"3,5",,,,,,,,25/06/2015,11:37:23
1870,1870,-10.513,5.607,-2.126,OS,US18,210-212,7,,,,,,,,25/06/2015,11:38:34
1871,1871,-10.520,5.636,-2.118,SILEX,US18,210-212,"2,7",,,,,,,,25/06/2015,11:39:04
1872,1872,-10.433,5.875,-2.136,DENT,US18,212-214,"3,5",,,,,,,,25/06/2015,11:52:24
1875,1875,-10.439,5.941,-2.118,SILEX,US18,212-214,"3,3",,,,,,,,25/06/2015,11:58:57
1876,1876,-10.028,5.846,-2.141,SILEX,US18,212-214,"4,3",,,,,,,,25/06/2015,12:00:38
1877,1877,-10.026,5.813,-2.145,SILEX,US18,212-214,"2,3",,,,,,,,25/06/2015,12:01:35
1879,1879,-10.090,5.729,-2.133,SILEX,US18,212-214,"2,6",,,,,,,,25/06/2015,12:06:22
1880,1880,-10.092,5.766,-2.131,OS,US18,212-214,"3,3",,,,,,,,25/06/2015,12:08:33
1882,1882,-10.257,5.715,-2.125,OS,US18,212-214,"2,9",,,,,,,,25/06/2015,12:18:54
20150625b,,-10.275,8.822,-2.117,STAT,,,,,,,,,,,25/06/2015,13:33:59
1883,1883,-10.303,5.676,-2.110,OS,US18,212-214,"3,4",,,,,,,,25/06/2015,13:50:24
P60_1,P60,-10.105,5.631,-2.121,PUNAISE,,,,,,,,,,,25/06/2015,13:57:27
P60_3,P60,-10.393,5.915,-2.111,PUNAISE,,,,,,,,,,,25/06/2015,13:57:50
P60_4,P60,-10.078,5.918,-2.138,PUNAISE,,,,,,,,,,,25/06/2015,13:58:06
1884,1884,-10.254,5.633,-2.136,OS BRULE,US18,212-214,"3,5",,,,,,,,25/06/2015,13:59:40
1886,1886,-10.315,5.548,-2.119,OS,US18,212-214,6,,,,,,,,25/06/2015,14:08:11
1887,1887,-10.288,5.574,-2.115,OS BRULE,US18,212-214,"3,4",,,,,,,,25/06/2015,14:10:14
1888,1888,-10.314,5.574,-2.126,SILEX,US18,212-214,"2,2",,,,,,,,25/06/2015,14:12:55
1889,1889,-10.300,5.566,-2.131,SILEX,US18,212-214,"6,2",,,,,,,,25/06/2015,14:19:07
1890,1890,-10.376,5.622,-2.117,SILEX,US18,212-214,"2,5",,,,,,,,25/06/2015,14:19:57
1891,1891,-10.356,5.602,-2.123,SILEX,US18,212-214,"4,4",,,,,,,,25/06/2015,14:21:09
1892,1892,-10.352,5.521,-2.133,OS,US18,212-214,"3,1",,,,,,,,25/06/2015,14:27:13
1893,1893,-10.378,5.530,-2.130,OS,US18,212-214,"5,4",,,,,,,,25/06/2015,14:28:20
1894,1894,-10.362,5.596,-2.125,OS,US18,212-214,4,,,,,,,,25/06/2015,14:29:29
P61_1,P61,-10.567,5.632,-2.120,PUNAISE,,,,,,,,,,,25/06/2015,14:41:18
P61_2,P62,-10.849,5.615,-2.089,PUNAISE,,,,,,,,,,,25/06/2015,14:41:30
P61_3,P63,-10.861,5.876,-2.101,PUNAISE,,,,,,,,,,,25/06/2015,14:41:42
P61_4,P64,-10.537,5.888,-2.127,PUNAISE,,,,,,,,,,,25/06/2015,14:41:54
1896,1896,-10.409,5.596,-2.122,OS,US18,212-214,"3,8",,,,,,,,25/06/2015,14:43:17
1898,1898,-10.392,5.611,-2.125,SILEX,US18,212-214,5,,,,,,,,25/06/2015,14:47:23
1899,1899,-10.426,5.632,-2.120,SILEX,US18,212-214,"2,4",,,,,,,,25/06/2015,14:47:45
1900,1900,-10.453,5.659,-2.112,SILEX,US18,212-214,"2,4",,,,,,,,25/06/2015,14:48:18
1901,1901,-10.462,5.702,-2.099,OS,US18,212-214,3,,,,,,,,25/06/2015,14:48:41
1902,1902,-10.190,5.702,-2.140,SILEX,US18,212-214,"7,8",,,,,,,dans tuilage,25/06/2015,14:49:28
1903,1903,-10.170,5.923,-2.141,SILEX,US18,212-214,3,,,,,,,,25/06/2015,14:50:09
1904,1904,-10.102,5.814,-2.134,SILEX,US18,212-214,"3,5",,,,,,,,25/06/2015,14:51:00
1906,1906,-10.172,5.630,-2.115,OS,US18,212-214,"2,9",,,,,,,,25/06/2015,14:53:13
1907,1907,-10.176,5.652,-2.129,SILEX,US18,212-214,"3,6",,,,,,,,25/06/2015,14:54:07
1908,1908,-10.231,5.541,-2.120,SILEX,US18,212-214,7,,,,,,,,25/06/2015,14:56:51
1909,1909,-10.378,5.502,-2.138,OS,US18,212-214,"4,5",,,,,,,,25/06/2015,14:57:39
1910,1910,-10.361,5.648,-2.131,SILEX,US18,212-214,9,,,,,,,,25/06/2015,14:58:54
1911_1,1911,-10.390,5.753,-2.045,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:00:18
1911_2,1911,-10.452,5.699,-2.057,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:00:43
1911_3,1911,-10.365,5.805,-2.081,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:01:00
1911_4,1911,-10.310,5.794,-2.093,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:01:13
1911_5,1911,-10.267,5.721,-2.105,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:01:29
1911_6,1911,-10.280,5.764,-2.158,SILEX,US18,212-214,21,,,,,,,,25/06/2015,15:01:44
1912,1912,-10.611,5.838,-2.107,SILEX,US18,212-214,"5,7",,,,,,,,25/06/2015,15:06:03
1913,1913,-10.527,5.808,-2.120,OS,US18,212-214,"3,5",,,,,,Rang Pel,,25/06/2015,15:21:32
1914,1914,-10.522,5.849,-2.141,OS,US18,212-214,"3,8",,,,,,Rang Pel,plusieurs frgts,25/06/2015,15:25:57
1915,1915,-10.527,5.761,-2.134,OS,US18,212-214,"3,7",,,,,,Rang Pel,,25/06/2015,15:26:52
1916,1916,-10.633,5.673,-2.102,OS,US18,212-214,"2,5",,,,,,rang LBN,,25/06/2015,15:27:28
1917,1917,-10.628,5.618,-2.108,SILEX,US18,212-214,"2,4",,,,,,,,25/06/2015,15:28:24
1918,1918,-10.527,5.556,-2.116,SILEX,US18,212-214,"2,1",,,,,,,,25/06/2015,15:29:21
1920,1920,-10.190,5.850,-2.133,SILEX,US18,212-214,"7,5",,,,,,,,25/06/2015,15:33:00
P62_1,P62,-10.164,5.602,-2.144,PUNAISE,,,,,,,,,,,25/06/2015,16:55:47
P62_2,P62,-10.419,5.588,-2.132,PUNAISE,,,,,,,,,,,25/06/2015,16:55:59
P62_3,P62,-10.438,5.911,-2.124,PUNAISE,,,,,,,,,,,25/06/2015,16:56:15
P62_4,P62,-10.130,5.887,-2.151,PUNAISE,,,,,,,,,,,25/06/2015,16:56:28
1921,1921,-10.339,5.526,-2.148,SILEX,US18,214-216,"8,8",,,,,,,,25/06/2015,16:58:30
1922,1922,-10.452,5.544,-2.128,SILEX,US18,214-216,5,,,,,,,,25/06/2015,16:59:12
1923,1923,-10.489,5.553,-2.122,SILEX,US18,214-216,"2,4",,,,,,,,25/06/2015,16:59:38
1924,1924,-10.410,5.612,-2.130,OS BRULE,US18,214-216,"3,1",,,,,,,,25/06/2015,17:00:18
1925,1925,-10.394,5.648,-2.134,OS,US18,214-216,"3,4",,,,,,,,25/06/2015,17:01:10
1926,1926,-10.421,5.708,-2.136,SILEX,US18,214-216,"2,5",,,,,,,,25/06/2015,17:01:37
1927,1927,-10.325,5.674,-2.130,SILEX,US18,214-216,"2,3",,,,,,,,25/06/2015,17:02:19
1928,1928,-10.324,5.568,-2.141,SILEX,US18,214-216,"2,6",,,,,,,,25/06/2015,17:02:47
1929,1929,-10.286,5.701,-2.122,SILEX,US18,214-216,"2,3",,,,,,,,25/06/2015,17:03:15
1930,1930,-10.248,5.488,-2.137,OS,US18,214-216,"3,6",,,,,,,,25/06/2015,17:03:46
1931,1931,-10.250,5.677,-2.136,SILEX,US18,214-216,"5,9",,,,,,,,25/06/2015,17:04:40
1932,1932,-10.216,5.643,-2.147,OS,US18,214-216,"3,3",,,,,,,,25/06/2015,17:05:26
1934,1934,-10.210,5.636,-2.154,OS BRULE,US18,214-216,"3,3",,,,,,,,25/06/2015,17:08:27
1935,1935,-10.238,5.763,-2.155,OS,US18,214-216,2,,,,,,,,25/06/2015,17:09:14
1936,1936,-10.218,5.808,-2.144,OS,US18,214-216,"3,7",,,,,,,,25/06/2015,17:09:52
1937,1937,-10.075,5.717,-2.130,SILEX,US18,214-216,"2,9",,,,,,,,25/06/2015,17:10:34
1938,1938,-10.053,5.747,-2.149,SILEX,US18,214-216,"2,1",,,,,,,,25/06/2015,17:11:00
1939,1939,-10.020,5.830,-2.140,OS,US18,214-216,"2,7",,,,,,,,25/06/2015,17:12:59
1940,1940,-10.102,5.804,-2.141,SILEX,US18,214-216,"2,1",,,,,,,,25/06/2015,17:13:41
1941,1941,-10.013,5.782,-2.150,OS,US18,214-216,"3,3",,,,,,,,25/06/2015,17:14:22
1942,1942,-10.045,5.912,-2.143,SILEX,US18,214-216,"2,5",,,,,,,,25/06/2015,17:14:54
1943,1943,-10.051,5.915,-2.152,SILEX,US18,214-216,"2,4",,,,,,,,25/06/2015,17:15:54
1944,1944,-10.077,5.915,-2.153,SILEX,US18,214-216,4,,,,,,,,25/06/2015,17:16:25
1945,1945,-10.265,5.712,-2.130,SILEX,US18,214-216,"2,5",,,,,,,,25/06/2015,17:17:03
1946,1946,-10.096,5.847,-2.146,SILEX,US18,214-216,"2,6",,,,,,,,25/06/2015,17:17:44
1948,1948,-10.095,5.801,-2.142,OS,US18,214-216,"2,9",,,,,,,,25/06/2015,17:23:13
1949,1949,-10.150,5.781,-2.142,OS,US18,214-216,"4,5",,,,,,,,25/06/2015,17:24:15
1951,1951,-10.060,5.866,-2.166,SILEX,US18,214-216,6,,,,,,,,25/06/2015,17:35:32
1952,1952,-10.149,5.691,-2.140,OS,US18,214-216,"5,2",,,,,,,,25/06/2015,17:36:54
1953,1953,-9.991,5.731,-2.162,SILEX,US18,214-216,"3,4",,,,,,,,25/06/2015,17:38:00
1954,1954,-10.046,5.893,-2.160,OS BRULE,US18,214-216,"2,5",,,,,,,,25/06/2015,17:38:48
1955,1955,-10.186,5.863,-2.148,OS,US18,214-216,8,,,,,,,deux frgts,25/06/2015,17:41:55
1956,1956,-10.134,5.713,-2.140,OS,US18,214-216,"4,3",,,,,,,"sur chant, contre des os",25/06/2015,17:43:48
1957,1957,-10.100,5.740,-2.141,SILEX,US18,214-216,"2,1",,,,,,,,25/06/2015,17:44:28
1958,1958,-10.099,5.714,-2.126,OS,US18,214-216,4,,,,,,,deux frgts,25/06/2015,17:50:19
1960,1960,-10.232,5.729,-2.153,OS,US18,214-216,"7,5",,,,,,,,25/06/2015,17:52:21
1961,1961,-10.133,5.808,-2.158,SILEX,US18,214-216,"9,6",,,,,,,,25/06/2015,17:53:53
1962,1962,-10.272,5.683,-2.146,OS BRULE,US18,214-216,"3,3",,,,,,,,25/06/2015,17:57:23
1963,1963,-10.166,5.880,-2.162,OS,US18,214-216,"2,6",,,,,,,,25/06/2015,18:00:31
1964,1964,-10.503,5.555,-2.126,SILEX,US18,214-216,"7,5",,,,,,,sur chant,25/06/2015,18:01:44
1966,1966,-10.160,5.832,-2.160,OS,US18,214-216,"3,8",,,,,,,,25/06/2015,18:04:35
1967,1967,-10.113,5.720,-2.152,SILEX,US18,214-216,"6,5",,,,,,,,25/06/2015,18:06:32
1968,1968,-10.189,5.916,-2.158,OS,US18,214-216,"2,2",,,,,,,,25/06/2015,18:09:06
P63_1,P63,-10.084,5.105,-2.136,PUNAISE,,,,,,,,,,,25/06/2015,18:23:43
P63_2,P63,-10.860,5.127,-2.000,PUNAISE,,,,,,,,,,,25/06/2015,18:24:21
P63_3,P63,-10.862,5.904,-2.098,PUNAISE,,,,,,,,,,,25/06/2015,18:24:41
P63_4,P63,-10.082,5.914,-2.153,PUNAISE,,,,,,,,,,,25/06/2015,18:24:56
P64_1,P64,-10 091,5 031,-2 028,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_2,P64,-10 378,5 022,-1 986,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_3,P64,-10 833,5 016,-1 942,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_4,P64,-10 987,5 023,-1 921,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_5,P64,-10 993,5 356,-1 959,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_6,P64,-10 991,5 851,-1 997,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_7,P64,-10 609,5 986,-2 017,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
P64_8,P64,-10 216,5 977,-2 045,PUNAISE_US17_18,,,,,,,,,,,27/06/2015,
MICRO_1,MICRO,-10 365,4 997,-2 039,MICROMORPHO,,,,,,,,,,,28/06/2015,
MICRO_2,MICRO,-10 402,4 929,-1 775,MICROMORPHO,,,,,,,,,,,28/06/2015,
